Shipment_ID,Order_ID,Customer_Name,Source_City,Destination_City,Shipment_Date,Delivery_Date,Transport_Mode,Weight_Kg,Distance_Km,Vendor,Cost,Selling_Price,Delivery_Status,Damage_Flag,Delivery_Time_Days,Return_Reason,Driver_Rating ,Vehicle_Type,Fuel_Consumption_Litres
10858,7590,Vikram,Kolkata,Bangalore,26-03-2022,19-02-2023,Rail,15,150,DHL,200,1200,Delayed,1,1,Unknown,1,Bike,30
10859,6063,Ram,Bangalore,Bangalore,19-12-2021,18-06-2022,Sea,25,150,BlueDart,1500,1200,In Transit,1,8,Late,3,Truck,20
10860,9324,Sita,Chennai,Unknown,30-07-2022,17-09-2021,Unknown,20,20,Unknown,1500,1200,Unknown,1,1,Late,3,Truck,10
10861,14111,Aisha,Coimbatore,Unknown,29-03-2021,24-05-2022,Sea,20,400,DHL,800,1200,Cancelled,1,8,Unknown,3,Unknown,15
10862,10342,Ram,Coimbatore,Coimbatore,01-01-2023,22-01-2023,Unknown,20,400,DHL,200,1200,Delivered,1,3,Wrong Item,4,Mini Van,20
10863,5005,Unknown,Unknown,Kolkata,01-11-2022,31-05-2022,Road,20,150,Gati,500,1200,Delayed,1,4,Wrong Item,2,Mini Van,30
10864,12489,Unknown,Kolkata,Mumbai,10-05-2022,11-07-2022,Road,10,150,ABC Logistics,800,1200,Returned,1,2,Unknown,3,Bike,20
10865,13659,John,Chennai,Hyderabad,04-03-2022,21-02-2023,Rail,10,300,FedEx,800,2000,Unknown,1,6,Damaged,4,Unknown,20
10866,13195,Ram,Unknown,Chennai,15-03-2021,26-10-2022,Sea,20,50,FedEx,800,300,Cancelled,1,7,Wrong Item,4,Container,25
10867,10966,Aisha,Hyderabad,Hyderabad,27-08-2022,09-12-2021,Sea,5,400,ABC Logistics,200,1200,Unknown,1,10,Damaged,3,Container,15
10868,13837,Vikram,Kolkata,Unknown,04-01-2022,11-06-2023,Sea,20,300,Unknown,800,1200,Returned,1,3,Unknown,2,Unknown,15
10869,5117,Unknown,Unknown,Delhi,05-06-2021,06-01-2023,Unknown,30,20,FedEx,200,300,Returned,1,9,Damaged,2,Bike,10
10870,7551,Vikram,Unknown,Kolkata,17-06-2022,11-03-2021,Unknown,30,200,BlueDart,1500,1200,Delayed,1,3,Wrong Item,1,Unknown,20
10871,10560,Aisha,Unknown,Delhi,12-05-2022,31-05-2023,Unknown,20,200,BlueDart,1000,300,Delayed,1,7,Damaged,3,Unknown,10
10872,9289,Unknown,Hyderabad,Chennai,30-01-2022,13-06-2021,Air,25,200,FedEx,1000,2000,Delayed,1,4,Late,4,Bike,30
10873,5846,Sita,Delhi,Unknown,24-06-2022,18-07-2022,Air,20,150,Unknown,800,2000,Unknown,1,5,Wrong Item,1,Mini Van,30
10874,11316,Unknown,Delhi,Chennai,01-10-2021,27-09-2021,Air,10,20,Unknown,500,1600,Unknown,1,6,Damaged,3,Container,20
10875,11469,Sita,Unknown,Mumbai,22-05-2021,03-08-2022,Unknown,10,100,Gati,500,300,Returned,1,9,Wrong Item,3,Truck,20
10876,14333,Vikram,Pune,Hyderabad,15-01-2022,16-09-2021,Sea,20,300,FedEx,800,1200,Unknown,1,3,Unknown,3,Container,20
10877,13915,Vikram,Mumbai,Coimbatore,03-08-2022,17-05-2023,Air,20,100,DHL,500,2000,Delivered,1,3,Wrong Item,1,Bike,25
10878,5224,Aisha,Mumbai,Pune,21-02-2023,16-10-2021,Sea,20,150,Unknown,800,1200,Delayed,1,9,Unknown,4,Unknown,20
10879,9208,Sita,Pune,Pune,01-05-2021,01-07-2022,Rail,5,50,DHL,800,300,Cancelled,1,9,Damaged,1,Container,20
10880,11283,Vikram,Unknown,Coimbatore,14-08-2022,29-06-2022,Air,20,50,ABC Logistics,1500,2000,Delayed,1,4,Unknown,3,Truck,30
10881,7048,Sita,Mumbai,Unknown,19-02-2021,28-03-2023,Rail,25,300,Unknown,200,1600,Unknown,1,1,Wrong Item,1,Mini Van,30
10882,11233,Vikram,Mumbai,Pune,19-02-2023,20-02-2021,Unknown,20,200,Unknown,500,300,Delayed,1,1,Late,1,Mini Van,25
10883,14765,Unknown,Kolkata,Unknown,18-04-2023,30-08-2021,Road,15,150,BlueDart,1500,1200,Unknown,1,6,Unknown,3,Bike,20
10884,6828,Ram,Kolkata,Bangalore,21-12-2022,17-06-2022,Unknown,15,400,Unknown,800,1600,Delayed,1,9,Wrong Item,3,Container,15
10885,6917,Unknown,Pune,Mumbai,25-11-2022,17-09-2022,Unknown,25,20,Gati,800,300,Returned,1,6,Late,2,Bike,20
10886,9234,John,Chennai,Kolkata,15-07-2021,22-07-2021,Unknown,30,50,FedEx,200,2000,Unknown,1,5,Unknown,3,Container,20
10887,11988,Unknown,Hyderabad,Hyderabad,24-04-2021,28-05-2021,Unknown,15,100,DHL,800,1200,Delivered,1,6,Unknown,3,Unknown,20
10888,7026,Unknown,Unknown,Hyderabad,10-05-2021,09-03-2022,Air,5,100,BlueDart,800,300,Delayed,1,10,Unknown,4,Bike,15
10889,8744,Unknown,Kolkata,Kolkata,28-11-2022,27-12-2021,Rail,20,400,Unknown,1000,700,Returned,1,3,Unknown,3,Container,10
10890,14093,Unknown,Kolkata,Chennai,17-10-2022,06-11-2021,Unknown,5,150,BlueDart,1000,1200,Cancelled,1,3,Damaged,3,Unknown,25
10891,5009,Ram,Delhi,Chennai,18-08-2021,15-05-2021,Air,10,200,Gati,200,2000,Delivered,1,2,Unknown,3,Bike,20
10892,5260,Unknown,Hyderabad,Delhi,18-06-2022,23-03-2022,Road,15,150,Gati,500,2000,Returned,1,7,Damaged,3,Mini Van,25
10893,11038,Vikram,Delhi,Chennai,02-11-2021,06-12-2021,Unknown,30,300,Gati,200,700,Unknown,1,9,Damaged,2,Unknown,25
10894,14865,John,Chennai,Unknown,30-06-2022,04-03-2022,Unknown,20,50,Gati,500,1200,In Transit,1,6,Wrong Item,1,Unknown,15
10895,7219,John,Hyderabad,Coimbatore,08-05-2023,03-07-2022,Sea,20,400,Unknown,800,1600,Cancelled,1,10,Damaged,2,Bike,15
10896,12041,Vikram,Mumbai,Bangalore,15-12-2021,10-03-2021,Road,20,400,DHL,1000,2000,Cancelled,1,1,Unknown,3,Truck,10
10897,7060,Vikram,Delhi,Kolkata,13-12-2022,25-03-2023,Rail,30,400,Gati,800,1200,In Transit,1,6,Damaged,3,Unknown,20
10898,10287,Sita,Unknown,Unknown,20-10-2022,10-10-2021,Road,10,150,BlueDart,800,1600,Returned,1,6,Late,3,Mini Van,25
10899,6619,Vikram,Unknown,Unknown,08-02-2022,04-12-2022,Air,20,20,BlueDart,200,1600,Returned,1,8,Unknown,3,Unknown,20
10900,13512,Aisha,Mumbai,Delhi,18-11-2021,27-10-2022,Sea,15,150,Unknown,200,1600,Unknown,1,8,Unknown,3,Unknown,20
10901,6342,Unknown,Hyderabad,Unknown,05-03-2021,21-12-2021,Air,20,300,Unknown,800,1200,Unknown,1,10,Wrong Item,1,Unknown,20
10902,7832,Vikram,Unknown,Mumbai,27-04-2021,09-06-2022,Unknown,30,100,FedEx,800,300,Cancelled,1,3,Damaged,3,Container,10
10903,7824,Aisha,Chennai,Chennai,25-02-2023,30-05-2022,Unknown,20,100,BlueDart,500,700,Unknown,1,1,Late,3,Truck,25
10904,6994,Vikram,Unknown,Hyderabad,17-05-2021,26-01-2022,Unknown,5,150,BlueDart,1000,1200,Returned,1,5,Unknown,3,Container,20
10905,8490,Sita,Kolkata,Mumbai,23-06-2022,17-06-2023,Road,10,300,Unknown,1000,700,In Transit,1,6,Late,3,Unknown,10
10906,14310,Aisha,Pune,Bangalore,26-12-2022,25-03-2023,Unknown,30,20,DHL,500,2000,Unknown,1,10,Unknown,5,Truck,25
10907,12984,Unknown,Unknown,Bangalore,26-04-2023,13-07-2022,Unknown,15,400,Unknown,800,700,Returned,1,9,Damaged,2,Bike,15
10908,6604,Ram,Coimbatore,Bangalore,06-05-2022,14-12-2022,Unknown,5,100,BlueDart,500,1200,Cancelled,1,2,Late,5,Bike,30
10909,5235,Aisha,Chennai,Chennai,26-05-2022,14-07-2021,Rail,30,300,ABC Logistics,800,300,Returned,1,1,Damaged,5,Container,10
10910,6908,Unknown,Mumbai,Unknown,09-11-2021,27-05-2022,Rail,25,100,BlueDart,500,2000,Delivered,1,7,Unknown,2,Unknown,10
10911,13567,Sita,Delhi,Bangalore,26-04-2021,31-05-2022,Air,20,20,FedEx,1000,300,In Transit,1,2,Unknown,3,Container,30
10912,8530,Unknown,Bangalore,Kolkata,30-07-2021,17-02-2022,Air,30,150,FedEx,800,2000,In Transit,1,6,Late,2,Container,15
10913,10256,Unknown,Chennai,Hyderabad,18-07-2021,03-05-2023,Rail,25,300,Unknown,1000,1200,Delayed,1,2,Wrong Item,1,Unknown,10
10914,7635,Aisha,Coimbatore,Unknown,03-09-2021,23-05-2021,Road,5,100,Unknown,200,300,Returned,1,3,Damaged,5,Unknown,15
10915,13162,Unknown,Kolkata,Delhi,01-10-2022,27-08-2021,Rail,5,400,Gati,800,1200,Unknown,1,4,Unknown,3,Mini Van,20
10916,14762,Unknown,Delhi,Chennai,25-05-2021,26-02-2021,Air,5,20,DHL,800,1200,In Transit,1,7,Unknown,5,Container,20
10917,7560,Unknown,Unknown,Coimbatore,22-04-2021,04-06-2022,Sea,20,150,FedEx,800,1200,Returned,1,1,Unknown,3,Bike,20
10918,10415,Unknown,Bangalore,Mumbai,07-11-2022,22-04-2023,Unknown,30,20,ABC Logistics,800,700,Delivered,1,6,Unknown,3,Unknown,20
10919,8391,Unknown,Unknown,Unknown,08-02-2023,05-04-2022,Unknown,25,150,ABC Logistics,1000,2000,Unknown,1,6,Wrong Item,2,Unknown,20
10920,10951,Vikram,Coimbatore,Mumbai,03-04-2023,01-08-2021,Sea,20,20,Gati,800,1600,Cancelled,1,7,Unknown,3,Unknown,25
10921,10468,Unknown,Unknown,Bangalore,06-05-2021,12-08-2022,Sea,20,150,DHL,800,1600,Cancelled,1,3,Damaged,3,Bike,20
10922,13007,Vikram,Unknown,Hyderabad,08-12-2022,08-05-2021,Unknown,20,400,DHL,800,300,Delayed,1,3,Unknown,4,Container,20
10923,14064,Unknown,Chennai,Delhi,05-01-2022,04-11-2022,Rail,25,100,Unknown,800,1200,Delayed,1,2,Unknown,3,Unknown,25
10924,14444,Sita,Pune,Unknown,24-06-2022,09-12-2021,Road,20,400,BlueDart,500,700,Unknown,1,5,Late,3,Unknown,30
10925,11413,John,Coimbatore,Kolkata,18-02-2023,05-04-2023,Sea,10,300,ABC Logistics,800,2000,In Transit,1,7,Unknown,3,Container,20
10926,11941,Vikram,Hyderabad,Pune,10-05-2022,03-03-2022,Road,20,150,ABC Logistics,800,300,Unknown,1,6,Late,3,Bike,20
10927,14506,Unknown,Mumbai,Mumbai,22-01-2023,02-07-2022,Unknown,25,50,Unknown,500,1200,In Transit,1,6,Wrong Item,3,Unknown,20
10928,9820,Unknown,Hyderabad,Pune,21-05-2021,31-05-2022,Unknown,15,150,ABC Logistics,500,1200,In Transit,1,3,Unknown,2,Unknown,15
10929,7898,Ram,Pune,Unknown,01-05-2022,01-10-2021,Unknown,20,100,ABC Logistics,200,1600,Delivered,1,7,Late,3,Truck,20
10930,12546,Unknown,Unknown,Hyderabad,06-06-2021,20-01-2021,Air,20,50,Unknown,800,1600,Delayed,1,8,Damaged,3,Bike,20
10931,5077,Sita,Hyderabad,Pune,10-04-2023,16-09-2021,Sea,20,50,FedEx,800,2000,Delayed,1,3,Unknown,1,Truck,20
10932,12577,Aisha,Kolkata,Mumbai,03-02-2022,29-12-2021,Unknown,5,20,DHL,1000,2000,Cancelled,1,6,Wrong Item,1,Container,15
10933,9227,Aisha,Coimbatore,Coimbatore,24-09-2021,02-08-2022,Air,15,150,BlueDart,800,2000,Delayed,1,1,Damaged,5,Mini Van,20
10934,5600,Unknown,Kolkata,Unknown,18-05-2021,05-03-2021,Unknown,10,200,FedEx,1000,300,Delayed,1,3,Unknown,5,Container,20
10935,6065,Ram,Bangalore,Pune,06-06-2023,24-06-2021,Rail,20,50,DHL,800,2000,Delivered,1,6,Unknown,2,Container,10
10936,7136,Vikram,Pune,Coimbatore,10-06-2022,07-07-2021,Sea,10,50,Gati,200,300,Unknown,1,1,Unknown,4,Container,20
10937,14510,Sita,Bangalore,Coimbatore,08-11-2021,16-10-2022,Air,20,400,ABC Logistics,500,700,In Transit,1,9,Unknown,5,Unknown,25
10938,11943,Ram,Bangalore,Bangalore,09-03-2022,11-03-2023,Unknown,5,200,BlueDart,500,1200,Unknown,1,3,Damaged,5,Bike,20
10939,12804,Vikram,Bangalore,Unknown,25-02-2022,08-11-2022,Air,20,200,DHL,800,1600,Unknown,1,3,Late,5,Bike,30
10940,11565,Sita,Chennai,Kolkata,06-06-2021,29-05-2021,Unknown,25,200,Gati,1000,1200,Unknown,1,6,Late,3,Mini Van,20
10941,10984,Unknown,Chennai,Mumbai,25-11-2022,01-08-2021,Rail,20,150,ABC Logistics,1500,1200,Delivered,1,7,Unknown,3,Truck,15
10942,10142,Aisha,Pune,Delhi,11-04-2022,09-06-2023,Road,20,300,Gati,800,300,Returned,1,7,Unknown,5,Truck,30
10943,9670,Sita,Delhi,Unknown,01-05-2021,10-09-2021,Unknown,10,200,Unknown,1000,1200,Cancelled,1,6,Wrong Item,3,Truck,20
10944,7190,Unknown,Hyderabad,Delhi,29-12-2021,07-05-2021,Road,20,400,Gati,800,1200,Cancelled,1,7,Unknown,5,Container,25
10945,14184,Unknown,Chennai,Pune,02-10-2021,22-05-2021,Sea,10,300,FedEx,200,2000,Cancelled,1,5,Wrong Item,3,Mini Van,30
10946,7712,John,Unknown,Unknown,31-10-2022,28-11-2021,Rail,10,100,Gati,800,1600,Unknown,1,8,Unknown,2,Container,15
10947,7192,Sita,Kolkata,Pune,07-12-2022,20-03-2022,Sea,10,300,FedEx,800,1200,In Transit,1,10,Wrong Item,3,Mini Van,30
10948,6248,John,Chennai,Unknown,12-09-2021,01-08-2021,Road,20,100,Unknown,800,300,In Transit,1,2,Late,3,Unknown,20
10949,9033,Sita,Unknown,Mumbai,06-02-2021,16-04-2022,Rail,15,200,FedEx,1000,2000,In Transit,1,5,Late,3,Bike,20
10950,6997,John,Bangalore,Unknown,08-10-2022,05-06-2021,Unknown,20,200,Unknown,200,1200,Cancelled,1,6,Damaged,3,Unknown,25
10951,8687,Unknown,Chennai,Unknown,30-07-2021,23-11-2022,Rail,20,100,Unknown,800,700,Cancelled,1,9,Unknown,2,Unknown,20
10952,9018,Aisha,Pune,Mumbai,20-05-2022,13-05-2021,Rail,20,150,Gati,800,1200,Unknown,1,4,Unknown,4,Unknown,20
10953,6970,Unknown,Kolkata,Kolkata,02-06-2022,21-03-2022,Unknown,20,400,DHL,500,300,Unknown,1,8,Wrong Item,5,Container,30
10954,13389,Vikram,Kolkata,Coimbatore,29-06-2022,03-12-2022,Air,20,300,Gati,1500,700,Unknown,1,3,Damaged,1,Unknown,10
10955,10765,John,Delhi,Unknown,10-10-2022,24-05-2022,Air,30,400,Gati,1500,700,Cancelled,1,6,Unknown,4,Truck,30
10956,6202,Unknown,Mumbai,Chennai,23-08-2021,19-07-2022,Air,30,400,DHL,1000,2000,Returned,1,8,Damaged,5,Unknown,10
10957,13135,John,Mumbai,Chennai,04-10-2021,26-02-2021,Road,15,50,ABC Logistics,800,1200,Returned,1,9,Late,1,Unknown,30
10958,10567,Aisha,Hyderabad,Coimbatore,10-08-2021,02-08-2022,Rail,25,200,BlueDart,800,300,Unknown,1,7,Wrong Item,3,Unknown,10
10959,12667,John,Unknown,Pune,03-01-2022,18-04-2023,Unknown,10,300,Unknown,800,1200,Unknown,1,6,Late,3,Bike,20
10960,10742,Unknown,Coimbatore,Unknown,11-05-2023,18-01-2022,Unknown,25,400,ABC Logistics,1000,1200,Cancelled,1,6,Unknown,3,Unknown,10
10961,10788,Unknown,Pune,Hyderabad,27-01-2023,28-09-2022,Unknown,25,300,Gati,1500,700,In Transit,1,6,Unknown,3,Bike,15
10962,10408,Unknown,Unknown,Unknown,01-10-2022,14-06-2022,Road,20,400,ABC Logistics,1500,2000,In Transit,1,6,Unknown,5,Unknown,15
10963,13669,Unknown,Chennai,Delhi,18-05-2023,01-10-2022,Unknown,20,200,BlueDart,800,1200,Returned,1,6,Wrong Item,2,Unknown,20
10964,14446,Unknown,Pune,Hyderabad,23-09-2022,24-07-2022,Unknown,30,400,Unknown,800,700,Returned,1,10,Late,3,Bike,30
10965,5922,Unknown,Unknown,Delhi,12-11-2021,02-07-2022,Road,20,100,ABC Logistics,800,1200,Cancelled,1,9,Unknown,3,Unknown,20
10966,5419,Ram,Mumbai,Unknown,19-05-2021,02-06-2023,Road,20,200,BlueDart,500,1200,Cancelled,1,3,Unknown,3,Unknown,15
10967,7204,Aisha,Pune,Chennai,20-05-2021,05-10-2022,Road,30,300,ABC Logistics,800,1200,In Transit,1,4,Unknown,3,Truck,10
10968,6120,Unknown,Chennai,Mumbai,30-10-2022,18-02-2023,Unknown,20,150,FedEx,800,1600,Unknown,1,3,Late,3,Container,30
10969,5950,Ram,Delhi,Kolkata,30-04-2023,17-11-2021,Unknown,5,150,Gati,800,1200,Delayed,1,9,Late,5,Unknown,20
10970,7336,Aisha,Hyderabad,Bangalore,11-07-2022,31-08-2021,Unknown,20,400,BlueDart,800,300,Unknown,1,5,Unknown,1,Truck,30
10971,10373,Unknown,Delhi,Pune,22-11-2022,27-03-2021,Sea,5,100,Unknown,800,1200,Unknown,1,10,Unknown,4,Mini Van,10
10972,7243,John,Mumbai,Coimbatore,14-10-2021,30-10-2021,Road,20,200,Gati,1500,1600,In Transit,1,8,Unknown,3,Mini Van,15
10973,7645,Unknown,Bangalore,Chennai,03-02-2021,18-02-2022,Air,15,50,FedEx,1500,1200,Unknown,1,6,Unknown,4,Container,15
10974,9612,Unknown,Mumbai,Mumbai,03-10-2021,24-02-2021,Rail,20,150,Unknown,1000,1600,In Transit,1,8,Unknown,2,Unknown,25
10975,6865,Ram,Hyderabad,Mumbai,16-06-2021,08-11-2022,Sea,20,150,ABC Logistics,1000,1200,Cancelled,1,9,Unknown,2,Unknown,25
10976,11028,John,Chennai,Delhi,06-08-2021,06-09-2022,Sea,20,200,Gati,800,1200,Delayed,1,10,Late,3,Bike,20
10977,12326,Unknown,Unknown,Mumbai,26-12-2022,19-09-2022,Unknown,20,20,ABC Logistics,500,2000,Delayed,1,7,Unknown,2,Container,20
10978,11371,Aisha,Coimbatore,Unknown,28-01-2022,03-07-2021,Sea,5,150,ABC Logistics,1500,1200,Unknown,1,3,Damaged,3,Unknown,20
10979,11359,Unknown,Delhi,Pune,07-07-2022,22-05-2022,Unknown,5,300,Gati,1000,1600,Cancelled,1,5,Unknown,4,Unknown,30
10980,12863,Unknown,Mumbai,Bangalore,25-01-2022,05-05-2021,Unknown,20,300,BlueDart,500,700,Delivered,1,3,Wrong Item,1,Bike,30
10981,8228,John,Unknown,Chennai,15-05-2023,09-03-2022,Unknown,20,50,BlueDart,800,1200,Cancelled,1,2,Wrong Item,5,Container,20
10982,8719,Ram,Delhi,Unknown,24-04-2022,29-01-2022,Air,15,100,Gati,800,1200,Returned,1,3,Unknown,4,Container,20
10983,7371,Ram,Mumbai,Chennai,14-10-2022,11-08-2022,Road,20,300,BlueDart,1500,1600,Unknown,1,6,Unknown,5,Unknown,15
10984,7891,Unknown,Hyderabad,Kolkata,26-03-2021,21-08-2022,Sea,25,100,DHL,200,700,Delayed,1,10,Wrong Item,3,Unknown,20
10985,8756,Unknown,Delhi,Bangalore,02-02-2022,18-12-2021,Road,30,100,ABC Logistics,1500,300,Unknown,1,9,Unknown,4,Truck,15
10986,9225,Unknown,Mumbai,Mumbai,09-01-2023,06-07-2021,Road,5,200,Gati,1000,700,Cancelled,1,9,Late,3,Mini Van,20
10987,5094,Unknown,Chennai,Kolkata,22-09-2022,19-09-2022,Road,5,100,Unknown,1500,1600,In Transit,1,8,Late,1,Container,25
10988,7674,John,Hyderabad,Delhi,08-01-2023,08-05-2022,Unknown,20,400,FedEx,800,1600,In Transit,1,7,Late,3,Truck,10
10989,11898,Unknown,Unknown,Kolkata,07-01-2023,18-01-2023,Road,20,20,Unknown,200,700,Unknown,1,1,Unknown,2,Bike,10
10990,5793,Sita,Unknown,Hyderabad,13-11-2022,02-06-2023,Sea,20,300,Gati,800,700,In Transit,1,9,Unknown,1,Bike,20
10991,7116,Aisha,Coimbatore,Delhi,24-03-2021,01-12-2021,Unknown,20,300,Gati,1500,1200,Unknown,1,10,Wrong Item,3,Mini Van,25
10992,10779,Unknown,Pune,Bangalore,04-09-2021,16-03-2022,Sea,20,150,ABC Logistics,800,1200,Cancelled,1,2,Unknown,3,Bike,30
10993,11166,Aisha,Bangalore,Pune,21-05-2023,15-05-2023,Unknown,5,150,FedEx,1000,1600,Delivered,1,6,Unknown,4,Mini Van,20
10994,5814,John,Chennai,Hyderabad,04-04-2021,11-12-2022,Rail,10,100,ABC Logistics,800,1200,Unknown,1,10,Unknown,3,Bike,20
10995,5345,Sita,Hyderabad,Chennai,13-03-2023,29-04-2023,Rail,15,150,Unknown,1000,1200,Returned,1,5,Late,3,Bike,20
10996,13554,Ram,Delhi,Coimbatore,12-11-2021,08-04-2023,Rail,25,200,Unknown,500,1200,In Transit,1,6,Unknown,5,Container,20
10997,7443,Unknown,Unknown,Coimbatore,09-06-2021,05-01-2021,Rail,20,150,BlueDart,800,300,Cancelled,1,8,Unknown,3,Unknown,20
10998,12783,Vikram,Chennai,Hyderabad,20-03-2022,16-10-2022,Unknown,20,150,Gati,1000,1200,Delivered,1,8,Unknown,3,Container,15
10999,5984,Vikram,Hyderabad,Pune,12-11-2021,10-06-2022,Road,20,100,ABC Logistics,500,1600,Delayed,1,10,Unknown,4,Truck,15
11000,12790,Unknown,Hyderabad,Unknown,20-02-2022,27-01-2021,Air,20,20,Unknown,1500,1200,Unknown,1,2,Late,4,Unknown,20
11001,14831,John,Delhi,Coimbatore,06-10-2022,30-12-2021,Unknown,20,150,Unknown,500,300,Unknown,1,7,Unknown,2,Container,15
11002,5827,Sita,Hyderabad,Hyderabad,02-07-2022,24-08-2021,Air,5,300,Unknown,800,1200,Unknown,1,2,Unknown,3,Unknown,10
11003,8531,Sita,Unknown,Bangalore,08-01-2023,30-01-2023,Rail,20,20,Unknown,800,1200,Unknown,1,1,Late,1,Unknown,30
11004,12147,Aisha,Chennai,Unknown,06-06-2023,17-03-2023,Road,5,200,DHL,1500,1200,Delayed,1,6,Unknown,3,Unknown,20
11005,9451,Ram,Mumbai,Pune,24-03-2022,21-04-2021,Sea,25,100,Gati,500,1200,Unknown,1,8,Wrong Item,5,Bike,20
11006,8876,Unknown,Unknown,Pune,30-11-2021,15-05-2022,Road,15,20,Unknown,800,1600,Returned,1,9,Wrong Item,3,Unknown,10
11007,10959,Unknown,Unknown,Unknown,16-02-2023,30-12-2021,Sea,15,20,Unknown,800,1200,Cancelled,1,7,Unknown,3,Bike,30
11008,5126,Sita,Mumbai,Delhi,11-02-2022,23-06-2021,Air,20,20,BlueDart,1000,700,Cancelled,1,4,Unknown,4,Unknown,25
11009,8177,Unknown,Chennai,Mumbai,01-05-2023,21-07-2022,Road,10,20,ABC Logistics,200,1200,In Transit,1,7,Late,4,Unknown,30
11010,13795,Unknown,Bangalore,Coimbatore,23-01-2021,06-04-2022,Road,20,20,ABC Logistics,1500,700,Delivered,1,4,Wrong Item,2,Bike,20
11011,11024,Vikram,Chennai,Mumbai,18-07-2022,21-02-2023,Unknown,20,20,DHL,500,1600,Returned,1,7,Unknown,1,Unknown,10
11012,10109,Unknown,Kolkata,Mumbai,17-07-2022,10-01-2022,Air,25,200,BlueDart,200,1200,Delivered,1,4,Damaged,3,Truck,15
11013,9146,Ram,Hyderabad,Bangalore,16-07-2022,01-05-2023,Road,10,50,Unknown,800,700,Unknown,1,9,Damaged,2,Container,10
11014,12196,Unknown,Pune,Chennai,16-09-2022,03-12-2022,Sea,30,20,Unknown,500,1200,Unknown,1,5,Unknown,4,Unknown,25
11015,8368,Ram,Delhi,Mumbai,31-12-2021,16-09-2021,Road,20,100,DHL,800,2000,Unknown,1,7,Unknown,3,Unknown,15
11016,8797,Unknown,Unknown,Pune,27-11-2022,07-04-2022,Sea,20,50,Unknown,500,700,Returned,1,6,Wrong Item,5,Truck,10
11017,6792,Unknown,Pune,Unknown,04-12-2022,12-08-2021,Rail,20,20,Unknown,500,1200,Cancelled,1,8,Unknown,2,Container,15
11018,10732,John,Mumbai,Unknown,21-01-2023,22-01-2021,Road,10,150,Gati,1000,1200,Cancelled,1,5,Unknown,3,Mini Van,20
11019,8476,Sita,Delhi,Unknown,18-01-2022,04-06-2022,Sea,20,100,FedEx,500,1200,Returned,1,1,Damaged,3,Unknown,25
11020,8417,Unknown,Delhi,Chennai,21-04-2021,06-06-2023,Air,20,50,Unknown,200,1200,Delivered,1,4,Unknown,4,Unknown,30
11021,6645,John,Delhi,Delhi,19-05-2021,14-01-2022,Rail,5,400,Unknown,800,300,Unknown,1,3,Wrong Item,4,Unknown,30
11022,14397,Unknown,Unknown,Pune,10-12-2022,26-04-2022,Road,20,300,ABC Logistics,500,1200,Delayed,1,7,Unknown,2,Mini Van,20
11023,8030,Sita,Unknown,Pune,22-04-2023,11-04-2021,Unknown,15,150,Unknown,800,1200,Delayed,1,6,Late,5,Container,20
11024,7872,Aisha,Unknown,Unknown,27-11-2022,20-05-2023,Sea,20,100,DHL,800,1600,Unknown,1,6,Unknown,2,Container,20
11025,8072,John,Hyderabad,Kolkata,13-07-2021,31-12-2022,Unknown,30,100,Unknown,800,300,In Transit,1,2,Wrong Item,3,Unknown,15
11026,6854,John,Kolkata,Unknown,31-03-2021,17-12-2022,Road,20,300,Unknown,1500,1200,In Transit,1,6,Late,5,Truck,20
11027,9021,Unknown,Coimbatore,Mumbai,19-10-2021,17-01-2023,Sea,10,300,Unknown,1000,1200,Unknown,1,8,Damaged,4,Unknown,25
11028,9662,Vikram,Unknown,Hyderabad,27-08-2022,10-11-2022,Road,5,150,ABC Logistics,800,300,Delivered,1,5,Late,3,Truck,10
11029,11514,Unknown,Pune,Unknown,19-05-2021,21-07-2022,Rail,30,20,ABC Logistics,800,1200,Unknown,1,9,Damaged,2,Unknown,20
11030,10031,John,Hyderabad,Unknown,29-06-2021,16-01-2022,Rail,15,50,DHL,200,2000,Cancelled,1,6,Unknown,1,Truck,10
11031,7708,Sita,Chennai,Mumbai,24-11-2022,09-08-2022,Road,20,50,ABC Logistics,200,700,Delivered,1,2,Unknown,3,Bike,20
11032,12112,Unknown,Mumbai,Coimbatore,08-06-2022,18-02-2023,Road,20,50,BlueDart,800,1200,Returned,1,7,Damaged,2,Truck,10
11033,14524,Vikram,Kolkata,Chennai,16-09-2021,21-11-2021,Unknown,15,150,BlueDart,800,1200,Unknown,1,6,Unknown,2,Truck,20
11034,13393,Unknown,Hyderabad,Pune,16-07-2022,12-03-2021,Road,10,20,FedEx,800,2000,Delayed,1,6,Unknown,3,Container,25
11035,8507,Unknown,Chennai,Kolkata,15-05-2022,06-10-2022,Road,10,200,Unknown,1000,2000,In Transit,1,6,Unknown,1,Mini Van,25
11036,11456,Unknown,Kolkata,Chennai,19-04-2021,06-06-2023,Unknown,10,150,BlueDart,1000,2000,Delivered,1,6,Unknown,1,Unknown,20
11037,9212,Unknown,Chennai,Mumbai,05-08-2021,16-06-2021,Unknown,30,20,DHL,800,1200,Delivered,1,4,Unknown,3,Container,30
11038,12970,John,Unknown,Delhi,26-06-2022,26-06-2021,Rail,10,100,Unknown,1500,1200,Returned,1,10,Wrong Item,1,Mini Van,15
